ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;SEXO;COD_GRAU_INSTRUCAO;QTD_APTOS;PERCENTUAL_VOTOS
404;2016;19;16101;55;390;90;1268;245;460;718;18;24;30954.98;2;6;6428;24.02
444;2016;19;16110;22;473;212;1390;1081;556;588;289;244;6520.0;2;6;9666;2.05
445;2016;19;16110;15;473;212;1390;1081;556;588;289;244;34668.7;2;8;9666;29.24
446;2016;19;16110;55;473;212;1390;1081;556;588;289;244;25504.0;2;6;9666;12.18
451;2016;19;16110;10;473;212;1390;1081;556;588;289;244;1000.0;2;6;9666;0.49
467;2016;19;16128;12;608;126;1642;227;620;767;37;35;40143.73;2;5;8152;21.58
468;2016;19;16128;55;608;126;1642;227;620;767;37;35;52358.66;4;3;8152;22.39
505;2016;19;16136;55;479;325;2500;2899;1593;2083;397;313;140033.34;4;8;21178;21.29
507;2016;19;16136;25;479;325;2500;2899;1593;2083;397;313;155711.3;2;6;21178;24.6
508;2016;19;16136;43;479;325;2500;2899;1593;2083;397;313;670.0;2;4;21178;0.15
547;2016;19;16144;50;362;104;1222;338;575;628;31;49;765.45;2;6;6620;1.37
548;2016;19;16144;55;362;104;1222;338;575;628;31;49;56113.2;4;6;6620;24.47
556;2016;19;16144;15;362;104;1222;338;575;628;31;49;44069.09;2;6;6620;16.71
597;2016;19;16152;65;830;356;3256;1039;2108;1811;216;145;14280.8;2;6;19528;1.81
598;2016;19;16152;40;830;356;3256;1039;2108;1811;216;145;103138.84;2;8;19528;0.0
599;2016;19;16152;45;830;356;3256;1039;2108;1811;216;145;108437.87;2;8;19528;19.31
600;2016;19;16152;50;830;356;3256;1039;2108;1811;216;145;1418.0;2;8;19528;0.71
628;2016;19;16160;55;432;71;1058;245;513;619;45;38;32165.6;2;8;6044;18.68
629;2016;19;16160;15;432;71;1058;245;513;619;45;38;74299.43;2;8;6044;23.53
651;2016;19;16179;55;702;108;2332;512;798;1293;121;105;10390.0;2;7;11944;22.85
661;2016;19;16187;10;521;99;1166;295;506;1258;103;37;69824.93;2;6;7986;19.53
662;2016;19;16187;23;521;99;1166;295;506;1258;103;37;58936.42;2;8;7986;17.98
685;2016;19;16195;15;2237;626;9306;2235;5846;7896;433;408;165804.6;2;8;58066;21.74
686;2016;19;16195;77;2237;626;9306;2235;5846;7896;433;408;43097.0;2;8;58066;0.53
687;2016;19;16195;65;2237;626;9306;2235;5846;7896;433;408;102422.59;2;8;58066;18.34
688;2016;19;16195;50;2237;626;9306;2235;5846;7896;433;408;6536.05;2;8;58066;0.74
721;2016;19;16179;28;702;108;2332;512;798;1293;121;105;15773.21;2;8;11944;17.26
794;2016;19;16209;15;355;100;1728;523;543;805;135;67;23711.6;2;5;8512;18.6
795;2016;19;16209;55;355;100;1728;523;543;805;135;67;97095.67;4;8;8512;23.51
812;2016;19;16217;27;962;1020;5012;5802;2905;2445;1121;890;13191.96;2;6;40314;0.55
813;2016;19;16217;31;962;1020;5012;5802;2905;2445;1121;890;67989.03;2;6;40314;20.02
815;2016;19;16217;77;962;1020;5012;5802;2905;2445;1121;890;51359.51;2;8;40314;1.83
817;2016;19;16217;55;962;1020;5012;5802;2905;2445;1121;890;90776.62;4;8;40314;20.81
902;2016;19;16225;55;349;201;1262;967;742;577;296;203;144017.62;2;5;9194;24.57
903;2016;19;16225;10;349;201;1262;967;742;577;296;203;54888.59;2;4;9194;19.92
928;2016;19;16233;65;1110;722;3954;1022;2153;1883;179;120;6004.89;2;4;22304;0.4
929;2016;19;16233;15;1110;722;3954;1022;2153;1883;179;120;51778.21;2;6;22304;20.18
973;2016;19;16233;31;1110;722;3954;1022;2153;1883;179;120;313.15;2;7;22304;0.0
974;2016;19;16233;55;1110;722;3954;1022;2153;1883;179;120;72473.7;2;3;22304;22.36
990;2016;19;16241;45;454;167;1754;650;625;840;127;81;37961.12;2;5;9400;21.37
991;2016;19;16241;15;454;167;1754;650;625;840;127;81;29763.25;4;8;9400;18.17
994;2016;19;16241;22;454;167;1754;650;625;840;127;81;27923.04;2;6;9400;2.64
1026;2016;19;16250;10;985;258;2988;753;1414;1803;154;100;49752.55;2;3;16946;20.11
1027;2016;19;16250;25;985;258;2988;753;1414;1803;154;100;64185.68;2;6;16946;20.41
1048;2016;19;16268;55;1145;369;4257;896;1701;2497;164;123;2907.0;2;6;22328;1.61
1049;2016;19;16268;15;1145;369;4257;896;1701;2497;164;123;45537.61;2;8;22328;16.71
1093;2016;19;16268;25;1145;369;4257;896;1701;2497;164;123;68739.97;2;8;22328;22.86
1114;2016;19;16276;15;532;272;1719;1473;759;1191;357;214;28880.0;2;8;13036;12.56
1115;2016;19;16276;12;532;272;1719;1473;759;1191;357;214;19709.2;2;8;13036;7.95
1116;2016;19;16276;55;532;272;1719;1473;759;1191;357;214;47002.92;2;6;13036;25.25
1172;2016;19;16284;31;361;157;1331;686;560;1171;111;59;41470.36;2;7;8872;24.71
1173;2016;19;16284;15;361;157;1331;686;560;1171;111;59;39320.22;4;4;8872;20.0
1174;2016;19;16284;36;361;157;1331;686;560;1171;111;59;3154.83;2;6;8872;0.15
1210;2016;19;16292;65;662;172;1221;639;589;811;162;112;15646.8;2;6;8736;23.68
1211;2016;19;16292;15;662;172;1221;639;589;811;162;112;47300.6;2;8;8736;20.87
1238;2016;19;16306;55;355;168;1066;662;510;694;171;86;61334.9;2;8;7424;23.48
1239;2016;19;16306;51;355;168;1066;662;510;694;171;86;26148.06;2;8;7424;22.06
1270;2016;19;16314;77;413;149;1819;486;816;1084;94;58;22593.2;4;8;9838;17.6
1294;2016;19;16314;15;413;149;1819;486;816;1084;94;58;40313.2;2;3;9838;25.43
1321;2016;19;16330;55;708;271;2320;1190;1062;1578;273;161;60444.14;2;8;15126;18.19
1330;2016;19;16330;22;708;271;2320;1190;1062;1578;273;161;63840.0;2;8;15126;23.71
1354;2016;19;16357;15;1259;267;2690;1796;1155;1593;331;246;79647.53;2;6;18674;25.74
1367;2016;19;16357;90;1259;267;2690;1796;1155;1593;331;246;2850.0;2;4;18674;1.86
1370;2016;19;16357;55;1259;267;2690;1796;1155;1593;331;246;61884.62;4;8;18674;15.38
1405;2016;19;16373;55;294;117;1763;302;657;682;51;49;101045.79;4;8;7834;19.27
1406;2016;19;16373;15;294;117;1763;302;657;682;51;49;57576.58;2;6;7834;25.07
1471;2016;19;16390;90;2961;2032;10076;10762;4245;4222;4675;2507;50277.75;2;7;82960;6.99
1472;2016;19;16390;45;2961;2032;10076;10762;4245;4222;4675;2507;132093.23;2;5;82960;15.29
1473;2016;19;16390;65;2961;2032;10076;10762;4245;4222;4675;2507;48324.3;2;8;82960;5.2
1475;2016;19;16390;15;2961;2032;10076;10762;4245;4222;4675;2507;157810.24;2;8;82960;11.77
1477;2016;19;16390;55;2961;2032;10076;10762;4245;4222;4675;2507;99426.24;2;7;82960;1.95
1643;2016;19;16411;90;886;309;2511;1031;1558;1633;133;106;101629.22;2;8;16336;25.04
1644;2016;19;16411;11;886;309;2511;1031;1558;1633;133;106;28139.7;2;8;16336;15.42
1678;2016;19;16438;50;2432;721;6945;3781;2745;3767;1095;686;3620.0;2;8;44346;0.79
1679;2016;19;16438;13;2432;721;6945;3781;2745;3767;1095;686;84060.68;2;7;44346;2.9
1680;2016;19;16438;55;2432;721;6945;3781;2745;3767;1095;686;103797.33;2;7;44346;17.87
1681;2016;19;16438;15;2432;721;6945;3781;2745;3767;1095;686;92040.49;4;8;44346;22.14
1808;2016;19;16454;22;2278;770;4966;3118;2676;2908;691;481;99063.75;4;8;35776;20.97
1809;2016;19;16454;55;2278;770;4966;3118;2676;2908;691;481;103592.08;2;8;35776;22.51
1810;2016;19;16454;31;2278;770;4966;3118;2676;2908;691;481;2650.0;2;8;35776;0.37
1862;2016;19;16470;22;261;242;2155;995;1179;929;173;92;76126.55;2;8;12052;17.18
1863;2016;19;16470;15;261;242;2155;995;1179;929;173;92;61505.75;2;8;12052;26.4
1887;2016;19;16497;19;651;283;2833;1732;1123;1333;304;186;5450.0;2;8;16890;0.21
1888;2016;19;16497;65;651;283;2833;1732;1123;1333;304;186;26397.08;2;8;16890;9.14
1889;2016;19;16497;45;651;283;2833;1732;1123;1333;304;186;57249.43;2;8;16890;18.79
1890;2016;19;16497;15;651;283;2833;1732;1123;1333;304;186;52285.53;2;6;16890;16.09
1937;2016;19;16519;55;3850;1528;14533;9625;6892;7068;2199;1528;256001.29;2;8;94446;18.05
1938;2016;19;16519;22;3850;1528;14533;9625;6892;7068;2199;1528;142433.15;2;8;94446;0.73
1939;2016;19;16519;50;3850;1528;14533;9625;6892;7068;2199;1528;3119.0;2;8;94446;0.34
1940;2016;19;16519;45;3850;1528;14533;9625;6892;7068;2199;1528;209456.68;2;8;94446;24.2
2068;2016;19;16535;15;1173;272;3116;1028;1292;1612;185;91;42527.99;2;8;17542;18.89
2069;2016;19;16535;55;1173;272;3116;1028;1292;1612;185;91;47928.77;4;8;17542;19.66
2099;2016;19;16551;15;630;190;1876;405;708;1151;74;60;26153.05;2;6;10190;22.65
2100;2016;19;16551;55;630;190;1876;405;708;1151;74;60;25010.94;2;4;10190;18.69
2130;2016;19;16578;40;559;116;1169;301;615;1248;72;53;61002.49;2;8;8270;25.67
2131;2016;19;16578;55;559;116;1169;301;615;1248;72;53;25376.62;2;6;8270;14.52
2147;2016;19;16594;55;552;274;2061;1739;835;1190;368;205;94984.31;2;6;14448;22.73
2170;2016;19;16616;13;2427;1232;10403;5853;6080;4442;1501;807;94446.52;2;8;65492;16.03
2171;2016;19;16616;25;2427;1232;10403;5853;6080;4442;1501;807;118000.0;2;8;65492;14.7
2172;2016;19;16616;15;2427;1232;10403;5853;6080;4442;1501;807;24445.26;2;6;65492;2.06
2173;2016;19;16616;40;2427;1232;10403;5853;6080;4442;1501;807;43218.54;2;8;65492;1.59
2174;2016;19;16616;50;2427;1232;10403;5853;6080;4442;1501;807;2245.42;2;6;65492;1.35
2193;2016;19;16594;15;552;274;2061;1739;835;1190;368;205;102584.54;4;6;14448;19.54
2308;2016;19;16632;13;648;197;1616;452;1155;1469;64;72;13853.13;2;8;11358;18.05
2309;2016;19;16632;55;648;197;1616;452;1155;1469;64;72;61343.85;2;8;11358;22.33
2346;2016;19;16659;25;473;176;1279;736;513;740;240;162;50504.98;2;8;8638;26.08
2347;2016;19;16659;40;473;176;1279;736;513;740;240;162;27713.93;2;6;8638;0.0
2369;2016;19;16675;25;337;141;1541;807;667;586;160;193;32683.44;4;8;8864;23.19
2370;2016;19;16675;45;337;141;1541;807;667;586;160;193;1060.0;2;8;8864;19.98
2403;2016;19;16691;23;630;214;2040;1265;676;1158;288;164;1449.99;2;6;12870;0.59
2404;2016;19;16691;55;630;214;2040;1265;676;1158;288;164;43256.59;2;6;12870;19.91
2405;2016;19;16691;45;630;214;2040;1265;676;1158;288;164;37948.39;2;8;12870;25.18
2429;2016;19;16713;15;1042;1089;7882;3235;4430;3501;535;479;96740.0;2;8;44394;7.87
2430;2016;19;16713;55;1042;1089;7882;3235;4430;3501;535;479;106097.4;2;8;44394;2.45
2431;2016;19;16713;10;1042;1089;7882;3235;4430;3501;535;479;42260.3;2;8;44394;9.54
2432;2016;19;16713;22;1042;1089;7882;3235;4430;3501;535;479;229510.21;2;8;44394;20.27
2547;2016;19;16730;55;402;137;2397;610;1289;1945;98;97;84224.69;2;8;13990;20.05
2548;2016;19;16730;40;402;137;2397;610;1289;1945;98;97;66713.07;2;8;13990;24.77
2576;2016;19;16756;25;802;336;2139;1442;1177;1640;302;172;35302.4;4;6;16020;26.03
2577;2016;19;16756;12;802;336;2139;1442;1177;1640;302;172;19555.0;2;8;16020;14.81
2612;2016;19;16772;55;360;91;629;509;310;477;152;115;22940.98;2;6;5286;29.51
2613;2016;19;16772;22;360;91;629;509;310;477;152;115;17012.1;2;8;5286;16.33
2631;2016;19;16799;55;287;111;593;466;234;450;140;80;1400.0;2;6;4722;6.54
2632;2016;19;16799;10;287;111;593;466;234;450;140;80;34856.48;2;6;4722;26.75
2633;2016;19;16799;15;287;111;593;466;234;450;140;80;5275.2;2;6;4722;13.43
2666;2016;19;16810;55;1748;635;5669;3668;2406;2988;912;448;107793.13;2;8;36948;23.11
2667;2016;19;16810;25;1748;635;5669;3668;2406;2988;912;448;55072.22;2;8;36948;21.71
2711;2016;19;16837;31;918;542;3541;2087;1284;2059;560;348;51504.21;2;6;22678;22.18
2712;2016;19;16837;55;918;542;3541;2087;1284;2059;560;348;59882.31;2;6;22678;19.89
2781;2016;19;16853;15;577;245;2557;1571;1075;1354;295;275;94063.09;2;4;15898;17.45
2782;2016;19;16853;31;577;245;2557;1571;1075;1354;295;275;36413.6;4;8;15898;14.09
2783;2016;19;16853;23;577;245;2557;1571;1075;1354;295;275;84068.6;2;8;15898;13.08
2784;2016;19;16853;20;577;245;2557;1571;1075;1354;295;275;2534.0;2;5;15898;0.94
2823;2016;19;16870;15;963;749;3586;2577;2023;2460;544;322;101563.87;2;6;26448;23.63
2824;2016;19;16870;55;963;749;3586;2577;2023;2460;544;322;40660.74;2;6;26448;0.0
2825;2016;19;16870;77;963;749;3586;2577;2023;2460;544;322;14654.57;2;8;26448;20.02
2883;2016;19;16896;65;1159;464;3322;1212;1364;2078;252;146;22194.5;2;6;19994;1.13
2884;2016;19;16896;15;1159;464;3322;1212;1364;2078;252;146;61753.8;2;8;19994;28.56
2885;2016;19;16896;55;1159;464;3322;1212;1364;2078;252;146;93982.85;2;7;19994;12.94
2928;2016;19;16918;15;1174;570;3272;2163;1546;2138;429;349;73549.69;4;6;23282;18.25
2929;2016;19;16918;45;1174;570;3272;2163;1546;2138;429;349;106169.9;2;8;23282;24.63
2930;2016;19;16918;28;1174;570;3272;2163;1546;2138;429;349;11356.09;2;3;23282;0.3
2986;2016;19;16934;15;91;104;650;232;425;357;42;25;38350.8;2;6;3860;19.07
2987;2016;19;16934;25;91;104;650;232;425;357;42;25;23226.4;2;6;3860;14.25
2988;2016;19;16934;12;91;104;650;232;425;357;42;25;53862.62;2;8;3860;9.97
2989;2016;19;16934;31;91;104;650;232;425;357;42;25;64.0;2;7;3860;1.45
3025;2016;19;16950;25;398;129;1836;393;1058;1282;89;63;95795.4;2;8;10510;23.67
3026;2016;19;16950;55;398;129;1836;393;1058;1282;89;63;20237.78;2;3;10510;18.97
3050;2016;19;16977;50;781;234;2160;526;1018;1517;77;75;7163.02;2;8;12786;19.51
3051;2016;19;16977;22;781;234;2160;526;1018;1517;77;75;1794.7;4;3;12786;17.57
3052;2016;19;16977;55;781;234;2160;526;1018;1517;77;75;3500.0;4;8;12786;2.35
3079;2016;19;16993;40;836;171;2419;320;975;1368;60;46;54242.6;2;8;12394;0.0
3080;2016;19;16993;15;836;171;2419;320;975;1368;60;46;94080.0;4;8;12394;26.09
3081;2016;19;16993;45;836;171;2419;320;975;1368;60;46;12926.59;2;6;12394;0.93
3127;2016;19;17019;50;481;170;1497;354;771;1280;73;47;36377.54;2;6;9354;23.32
3128;2016;19;17019;45;481;170;1497;354;771;1280;73;47;54322.5;4;8;9354;17.01
3129;2016;19;17019;13;481;170;1497;354;771;1280;73;47;8250.0;2;6;9354;1.94
3156;2016;19;17035;22;1082;178;2945;490;1278;1662;86;59;84159.58;4;7;15562;19.83
3157;2016;19;17035;77;1082;178;2945;490;1278;1662;86;59;27400.0;2;8;15562;18.17
3158;2016;19;17035;11;1082;178;2945;490;1278;1662;86;59;48833.18;4;8;15562;1.62
3191;2016;19;17051;22;687;185;2013;426;854;1445;68;34;33652.6;4;6;11424;19.73
3192;2016;19;17051;15;687;185;2013;426;854;1445;68;34;25550.0;2;5;11424;22.34
3228;2016;19;17078;51;182;121;1123;224;412;687;35;25;6435.0;2;8;5624;13.55
3229;2016;19;17078;15;182;121;1123;224;412;687;35;25;39332.18;4;8;5624;30.49
3230;2016;19;17078;90;182;121;1123;224;412;687;35;25;0.0;2;8;5624;0.6
3256;2016;19;17094;45;881;311;3723;1710;1179;1568;540;317;21853.0;2;8;20458;16.12
3257;2016;19;17094;55;881;311;3723;1710;1179;1568;540;317;109644.45;2;4;20458;25.94
3311;2016;19;17132;25;3008;875;9371;2362;4184;5584;564;433;102024.7;2;8;52774;20.07
3312;2016;19;17132;65;3008;875;9371;2362;4184;5584;564;433;27650.0;2;8;52774;1.68
3313;2016;19;17132;45;3008;875;9371;2362;4184;5584;564;433;793.1;2;6;52774;0.09
3314;2016;19;17132;55;3008;875;9371;2362;4184;5584;564;433;48593.5;4;8;52774;18.17
3397;2016;19;17159;31;289;122;901;318;332;656;57;28;13611.0;2;4;5406;18.26
3398;2016;19;17159;55;289;122;901;318;332;656;57;28;28405.68;4;8;5406;23.7
3399;2016;19;17159;15;289;122;901;318;332;656;57;28;5850.0;2;6;5406;0.54
3423;2016;19;17175;55;863;166;1853;412;792;1071;94;86;43165.85;2;5;10684;19.3
3424;2016;19;17175;12;863;166;1853;412;792;1071;94;86;69228.26;2;8;10684;23.02
3444;2016;19;17191;90;2459;414;4759;898;2361;4226;172;135;26606.66;2;8;30862;20.77
3445;2016;19;17191;15;2459;414;4759;898;2361;4226;172;135;94526.9;2;7;30862;20.01
3492;2016;19;17213;22;396;117;1569;368;937;828;50;55;91596.6;4;7;8652;25.08
3493;2016;19;17213;45;396;117;1569;368;937;828;50;55;18933.21;2;8;8652;19.56
3519;2016;19;17230;11;704;127;1785;649;825;1324;136;77;52957.92;4;8;11254;28.1
3520;2016;19;17230;40;704;127;1785;649;825;1324;136;77;20616.05;2;6;11254;12.9
3547;2016;19;17256;55;1075;187;1884;1066;851;1091;222;106;48563.55;2;7;12964;32.64
3548;2016;19;17256;15;1075;187;1884;1066;851;1091;222;106;15968.41;2;7;12964;10.12
3579;2016;19;17272;55;361;112;1046;513;410;557;153;83;50655.38;4;8;6470;22.3
3580;2016;19;17272;15;361;112;1046;513;410;557;153;83;14789.22;4;8;6470;8.58
3581;2016;19;17272;25;361;112;1046;513;410;557;153;83;32964.28;2;6;6470;14.02
3611;2016;19;17299;15;1496;385;5069;1315;1905;1962;237;129;36506.44;2;8;25000;21.35
3612;2016;19;17299;55;1496;385;5069;1315;1905;1962;237;129;29242.59;2;6;25000;18.21
3654;2016;19;17310;15;1065;319;2912;1308;1195;1425;178;140;75076.06;2;6;17084;21.18
3655;2016;19;17310;40;1065;319;2912;1308;1195;1425;178;140;62554.66;2;8;17084;17.33
3656;2016;19;17310;55;1065;319;2912;1308;1195;1425;178;140;36091.2;2;3;17084;3.87
3657;2016;19;17310;50;1065;319;2912;1308;1195;1425;178;140;2363.26;2;8;17084;0.98
3694;2016;19;17337;51;775;276;3150;778;2068;1878;130;115;39980.45;2;8;18346;11.18
3695;2016;19;17337;15;775;276;3150;778;2068;1878;130;115;107496.05;2;8;18346;21.47
3696;2016;19;17337;23;775;276;3150;778;2068;1878;130;115;6800.0;2;5;18346;1.72
3697;2016;19;17337;55;775;276;3150;778;2068;1878;130;115;35519.45;4;8;18346;4.07
3749;2016;19;17353;15;523;189;1574;620;898;1128;94;43;34170.0;4;8;10146;21.19
3750;2016;19;17353;22;523;189;1574;620;898;1128;94;43;20211.6;2;6;10146;16.85
3751;2016;19;17353;55;523;189;1574;620;898;1128;94;43;13126.6;2;4;10146;4.78
3787;2016;19;17370;25;271;108;844;674;500;493;234;141;12170.0;4;8;6530;35.47
3797;2016;19;17396;22;1456;197;2887;808;1123;1353;204;130;14290.0;2;6;16326;8.22
3798;2016;19;17396;15;1456;197;2887;808;1123;1353;204;130;49084.2;4;8;16326;24.21
3825;2016;19;17418;44;3591;2443;14517;9067;7725;8568;1797;1120;47750.2;4;8;97656;2.81
3826;2016;19;17418;55;3591;2443;14517;9067;7725;8568;1797;1120;136500.0;2;8;97656;19.33
3827;2016;19;17418;15;3591;2443;14517;9067;7725;8568;1797;1120;26790.0;4;8;97656;17.33
3915;2016;19;17434;55;1490;1435;5748;4870;3413;3267;1001;704;54933.86;2;7;43856;20.78
3916;2016;19;17434;25;1490;1435;5748;4870;3413;3267;1001;704;146670.96;2;8;43856;0.0
3917;2016;19;17434;22;1490;1435;5748;4870;3413;3267;1001;704;300.09;2;6;43856;0.77
3918;2016;19;17434;12;1490;1435;5748;4870;3413;3267;1001;704;8289.14;2;6;43856;2.19
3919;2016;19;17434;50;1490;1435;5748;4870;3413;3267;1001;704;0.0;2;5;43856;0.0
4030;2016;19;17450;44;626;256;2145;541;1033;1818;206;141;34800.0;4;8;13540;18.18
4031;2016;19;17450;55;626;256;2145;541;1033;1818;206;141;59244.0;2;6;13540;24.65
4066;2016;19;17477;25;443;245;2766;1106;1183;924;345;177;113285.3;4;8;14378;22.14
4067;2016;19;17477;55;443;245;2766;1106;1183;924;345;177;34115.44;2;8;14378;19.73
4098;2016;19;17493;15;757;324;3818;954;1842;1926;176;134;68280.15;2;4;19868;0.0
4099;2016;19;17493;55;757;324;3818;954;1842;1926;176;134;82034.97;2;6;19868;27.05
4145;2016;19;17515;15;276;156;1384;722;498;548;194;178;11790.0;4;8;7912;30.01
4146;2016;19;17515;33;276;156;1384;722;498;548;194;178;3740.0;4;6;7912;11.03
4169;2016;19;17531;20;1468;175;4067;480;1439;2270;123;83;39600.0;4;4;20218;1.36
4170;2016;19;17531;22;1468;175;4067;480;1439;2270;123;83;93754.22;2;8;20218;19.9
4171;2016;19;17531;55;1468;175;4067;480;1439;2270;123;83;94901.6;2;7;20218;17.23
4233;2016;19;17558;15;1683;439;5503;2962;1929;2204;666;400;129893.4;2;6;31572;29.91
4234;2016;19;17558;55;1683;439;5503;2962;1929;2204;666;400;56859.0;4;8;31572;12.03
4287;2016;19;17574;55;337;227;901;285;415;671;52;37;65235.0;2;4;5852;26.88
4288;2016;19;17574;13;337;227;901;285;415;671;52;37;10020.0;2;8;5852;12.68
4345;2016;19;17116;15;751;380;3815;1480;1786;1530;498;292;172185.13;2;8;21066;20.51
4346;2016;19;17116;55;751;380;3815;1480;1786;1530;498;292;134753.96;2;6;21066;21.84
4348;2016;19;17116;36;751;380;3815;1480;1786;1530;498;292;1450.0;2;4;21066;0.36
4361;2016;19;17590;11;7038;8331;37718;48641;19304;15686;19210;11190;1337901.56;4;8;334240;20.19
4363;2016;19;17590;65;7038;8331;37718;48641;19304;15686;19210;11190;61200.81;2;8;334240;3.34
4364;2016;19;17590;55;7038;8331;37718;48641;19304;15686;19210;11190;463395.01;2;8;334240;0.0
4365;2016;19;17590;45;7038;8331;37718;48641;19304;15686;19210;11190;1889611.57;2;4;334240;15.55
4367;2016;19;17590;27;7038;8331;37718;48641;19304;15686;19210;11190;2750.0;2;8;334240;0.41
5092;2016;19;17612;12;10987;29647;103196;157324;65321;25643;93823;48636;1195635.74;2;8;1069164;21.11
5093;2016;19;17612;18;10987;29647;103196;157324;65321;25643;93823;48636;13298.15;2;7;1069164;0.09
5094;2016;19;17612;77;10987;29647;103196;157324;65321;25643;93823;48636;179105.91;2;8;1069164;4.45
5096;2016;19;17612;50;10987;29647;103196;157324;65321;25643;93823;48636;76171.6;2;8;1069164;2.28
5097;2016;19;17612;13;10987;29647;103196;157324;65321;25643;93823;48636;509267.28;2;8;1069164;3.38
5098;2016;19;17612;16;10987;29647;103196;157324;65321;25643;93823;48636;10724.2;4;8;1069164;0.13
5099;2016;19;17612;45;10987;29647;103196;157324;65321;25643;93823;48636;524260.68;4;8;1069164;1.84
7938;2016;19;17639;23;1604;834;7218;3350;3172;2298;901;517;60973.1;4;7;39788;13.24
7939;2016;19;17639;45;1604;834;7218;3350;3172;2298;901;517;91200.97;2;8;39788;16.57
7940;2016;19;17639;65;1604;834;7218;3350;3172;2298;901;517;18059.06;4;8;39788;10.51
7941;2016;19;17639;51;1604;834;7218;3350;3172;2298;901;517;16081.35;4;8;39788;0.34
8018;2016;19;17655;40;4119;775;8919;3870;4015;6097;837;494;175993.59;2;8;58280;17.52
8019;2016;19;17655;15;4119;775;8919;3870;4015;6097;837;494;129759.9;2;8;58280;18.87
8020;2016;19;17655;70;4119;775;8919;3870;4015;6097;837;494;16711.6;2;8;58280;0.73
8110;2016;19;17671;15;499;100;1680;391;758;1041;85;62;23545.0;2;8;9234;20.9
8111;2016;19;17671;55;499;100;1680;391;758;1041;85;62;13845.8;4;6;9234;21.04
8129;2016;19;17698;55;275;150;1592;525;821;699;117;74;29894.1;4;8;8510;16.25
8130;2016;19;17698;13;275;150;1592;525;821;699;117;74;97460.21;4;8;8510;27.17
8159;2016;19;17710;15;513;92;1415;317;577;624;51;37;48114.05;4;8;7256;22.0
8160;2016;19;17710;55;513;92;1415;317;577;624;51;37;30106.66;2;8;7256;21.2
8184;2016;19;17736;11;407;134;1798;404;851;675;62;62;47998.49;4;8;12667;15.33
8185;2016;19;17736;55;407;134;1798;404;851;675;62;62;42774.0;2;8;12667;15.97
8215;2016;19;17736;11;407;134;1798;404;851;675;62;62;65334.6;4;8;12667;16.51
8216;2016;19;17736;15;407;134;1798;404;851;675;62;62;42654.0;2;8;12667;11.74
8217;2016;19;17752;25;560;170;2185;329;703;970;84;26;61212.35;4;8;10054;17.24
8218;2016;19;17752;51;560;170;2185;329;703;970;84;26;10353.0;2;3;10054;0.61
8219;2016;19;17752;55;560;170;2185;329;703;970;84;26;30188.05;2;6;10054;0.0
8220;2016;19;17752;22;560;170;2185;329;703;970;84;26;56120.0;2;6;10054;16.26
8254;2016;19;17779;25;886;701;4727;3845;2377;1784;1079;743;98701.86;2;8;32284;21.83
8255;2016;19;17779;15;886;701;4727;3845;2377;1784;1079;743;53186.0;2;8;32284;22.31
8290;2016;19;17795;40;3065;4547;22261;33840;13703;8522;14712;8069;179752.52;2;7;217438;6.43
8291;2016;19;17795;50;3065;4547;22261;33840;13703;8522;14712;8069;3622.41;2;8;217438;1.41
8292;2016;19;17795;10;3065;4547;22261;33840;13703;8522;14712;8069;370811.84;2;8;217438;15.8
8293;2016;19;17795;55;3065;4547;22261;33840;13703;8522;14712;8069;169701.89;2;8;217438;11.67
8786;2016;19;17817;55;1228;231;3022;854;1507;2135;153;115;57655.0;2;8;18512;20.83
8787;2016;19;17817;45;1228;231;3022;854;1507;2135;153;115;52828.55;2;8;18512;19.57
8812;2016;19;17833;15;371;163;1415;403;605;582;89;54;21914.18;2;6;7364;28.64
8813;2016;19;17833;55;371;163;1415;403;605;582;89;54;39044.36;2;7;7364;13.05
8814;2016;19;17833;11;371;163;1415;403;605;582;89;54;8679.1;2;4;7364;0.75
8837;2016;19;17850;15;789;271;3488;763;1714;2142;188;169;101791.94;2;7;19064;21.85
8838;2016;19;17850;55;789;271;3488;763;1714;2142;188;169;42834.36;2;7;19064;20.65
8872;2016;19;17876;55;1463;846;4553;4164;2748;2258;1872;1286;126811.89;2;8;38380;21.37
8873;2016;19;17876;25;1463;846;4553;4164;2748;2258;1872;1286;190060.05;2;8;38380;22.38
8874;2016;19;17876;35;1463;846;4553;4164;2748;2258;1872;1286;1550.0;2;4;38380;0.07
8919;2016;19;17892;51;466;96;1722;351;635;800;43;24;1800.0;2;8;8276;0.22
8920;2016;19;17892;77;466;96;1722;351;635;800;43;24;12800.0;2;6;8276;17.4
8921;2016;19;17892;55;466;96;1722;351;635;800;43;24;46450.1;2;6;8276;24.0
8948;2016;19;17914;15;199;111;1502;260;535;674;24;22;57170.32;2;6;6672;20.38
8949;2016;19;17914;55;199;111;1502;260;535;674;24;22;57150.0;2;3;6672;25.03
